90	|	Poison-Heal	|	If poisoned, the Pokémon has its HP restored instead of taking damage.
91	|	Adaptability	|	Powers up moves of the same type as the Pokémon.
92	|	Skill-Link	|	Maximizes the number of times multistrike moves hit.
93	|	Hydration	|	Cures the Pokémon's status conditions in rain.
94	|	Solar-Power	|	In harsh sunlight, the Pokémon's Sp. Atk stat is boosted, but its HP decreases every turn.
95	|	Quick-Feet	|	Boosts the Speed stat if the Pokémon has a status condition.
96	|	Normalize	|	All the Pokémon’s moves become Normal type. The power of those moves is boosted a little.
97	|	Sniper	|	If the Pokémon's attack lands a critical hit, the attack is powered up even further.
98	|	Magic-Guard	|	The Pokémon only takes damage from attacks.
99	|	No-Guard	|	The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land. 
100	|	Stall	|	The Pokémon is always the last to use its moves. 
101	|	Technician	|	Powers up weak moves so the Pokémon can deal more damage with them.
102	|	Leaf-Guard	|	Prevents status conditions in harsh sunlight.
103	|	Klutz	|	The Pokémon can't use any held items.
104	|	Mold-Breaker	|	The Pokémon's moves are unimpeded by the Ability of the target.
105	|	Super-Luck	|	The Pokémon is so lucky that the critical-hit ratios of its moves are boosted.
106	|	Aftermath	|	Damages the attacker if it knocks out the Pokémon with a move that makes direct contact.
107	|	Anticipation	|	The Pokémon can sense an opposing Pokémon's dangerous moves.
108	|	Forewarn	|	When it enters a battle, the Pokémon can tell one of the moves an opposing Pokémon has.
109	|	Unaware	|	When attacking, the Pokémon ignores the target's stat changes.
110	|	Tinted-Lens	|	The Pokémon can use “not very effective” moves to deal regular damage.
111	|	Filter	|	Reduces the power of supereffective attacks that hit the Pokémon.
112	|	Slow-Start	|	For five turns, the Pokémon's Attack and Speed stats are halved.
113	|	Scrappy	|	The Pokémon can hit Ghost-type Pokémon with Normal- and Fighting-type moves. It is also unaffected by Intimidate.
114	|	Storm-Drain	|	The Pokémon draws in all Water-type moves. Instead of taking damage from them, its Sp. Atk stat is boosted.
115	|	Ice-Body	|	The Pokémon gradually regains HP in snow.
116	|	Solid-Rock	|	Reduces the power of supereffective attacks that hit the Pokémon.
117	|	Snow-Warning	|	The Pokémon makes it snow when it enters a battle.
118	|	Honey-Gather	|	The Pokémon may gather Honey after a battle.
119	|	Frisk	|	When it enters a battle, the Pokémon can check an opposing Pokémon's held item.
120	|	Reckless	|	Powers up moves that have recoil damage.
121	|	Multitype	|	Changes the Pokémon's type to match the plate it holds. 
122	|	Flower-Gift	|	Boosts the Attack and Sp. Def stats of itself and allies in harsh sunlight.
123	|	Bad-Dreams	|	Damages opposing Pokémon that are asleep.
124	|	Pickpocket	|	The Pokémon steals the held item from attackers that made direct contact with it.
125	|	Sheer-Force	|	Removes any additional effects from the Pokémon's moves, but increases the moves' power.
126	|	Contrary	|	Reverses any stat changes affecting the Pokémon so that attempts to boost its stats instead lower them—and attempts to lower its stats will boost them.
127	|	Unnerve	|	Unnerves opposing Pokémon and makes them unable to eat Berries.
128	|	Defiant	|	If the Pokémon has any stat lowered by an opposing Pokémon, its Attack stat will be boosted sharply.
129	|	Defeatist	|	Halves the Pokémon’s Attack and Sp. Atk stats when its HP becomes half or less.
130	|	Cursed-Body	|	May disable a move that has dealt damage to the Pokémon.
131	|	Healer	|	Sometimes cures the status conditions of the Pokémon's allies.
132	|	Friend-Guard	|	Reduces damage dealt to allies.
133	|	Weak-Armor	|	The Pokémon's Defense stat is lowered when it takes damage from physical moves, but its Speed stat is sharply boosted.
134	|	Heavy-Metal	|	Doubles the Pokémon's weight.
135	|	Light-Metal	|	Halves the Pokémon's weight.
136	|	Multiscale	|	Reduces the amount of damage the Pokémon takes while its HP is full.
137	|	Toxic-Boost	|	Powers up physical moves when the Pokémon is poisoned.
138	|	Flare-Boost	|	Powers up special moves when the Pokémon is burned.
139	|	Harvest	|	May create another Berry after one is used.
140	|	Telepathy	|	The Pokémon anticipates and dodges the attacks of its allies.
141	|	Moody	|	Every turn, one of the Pokémon's stats will be boosted sharply but another stat will be lowered.
142	|	Overcoat	|	The Pokémon takes no damage from sandstorms. It is also protected from the effects of powders and spores.
143	|	Poison-Touch	|	May poison a target when the Pokémon makes contact.
144	|	Regenerator	|	The Pokémon has a little of its HP restored when withdrawn from battle.
145	|	Big-Pecks	|	Prevents the Pokémon from having its Defense stat lowered.
146	|	Sand-Rush	|	Boosts the Pokémon's Speed stat in a sandstorm.
147	|	Wonder-Skin	|	Makes status moves more likely to miss the Pokémon.
148	|	Analytic	|	Boosts the power of the Pokémon's move if it is the last to act that turn.
149	|	Illusion	|	The Pokémon fools opponents by entering battle disguised as the last Pokémon in its Trainer's party.
150	|	Imposter	|	The Pokémon transforms itself into the Pokémon it's facing.
151	|	Infiltrator	|	The Pokémon's moves are unaffected by the target's barriers, substitutes, and the like.
152	|	Mummy	|	Contact with the Pokémon changes the attacker’s Ability to Mummy.
153	|	Moxie	|	When the Pokémon knocks out a target, it shows moxie, which boosts its Attack stat.
154	|	Justified	|	When the Pokémon is hit by a Dark-type attack, its Attack stat is boosted by its sense of justice.
155	|	Rattled	|	The Pokémon gets scared when hit by a Dark-, Ghost-, or Bug-type attack or if intimidated, which boosts its Speed stat.
156	|	Magic-Bounce	|	The Pokémon reflects status moves instead of getting hit by them.
157	|	Sap-Sipper	|	The Pokémon takes no damage when hit by Grass-type moves. Instead, its Attack stat is boosted.
158	|	Prankster	|	Gives priority to the Pokémon's status moves.
159	|	Sand-Force	|	Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm. 
160	|	Iron-Barbs	|	Inflicts damage on the attacker upon contact with iron barbs.
161	|	Zen-Mode	|	Changes the Pokémon’s shape when HP is half or less.
162	|	Victory-Star	|	Boosts the accuracy of its allies and itself.
163	|	Turboblaze	|	The Pokémon's moves are unimpeded by the Ability of the target.
164	|	Teravolt	|	The Pokémon's moves are unimpeded by the Ability of the target.
165	|	Aroma-Veil	|	Protects the Pokémon and its allies from effects that prevent the use of moves.
166	|	Flower-Veil	|	Ally Grass-type Pokémon are protected from status conditions and the lowering of their stats.
167	|	Cheek-Pouch	|	The Pokémon's HP is restored when it eats any Berry, in addition to the Berry's usual effect.
168	|	Protean	|	Changes the Pokémon's type to the type of the move it's about to use. This works only once each time the Pokémon enters battle.
169	|	Fur-Coat	|	Halves the damage from physical moves.
170	|	Magician	|	The Pokémon steals the held item from any target it hits with a move.
171	|	Bulletproof	|	Protects the Pokémon from ball and bomb moves.
172	|	Competitive	|	Boosts the Pokémon's Sp. Atk stat sharply when its stats are lowered by an opposing Pokémon.
173	|	Strong-Jaw	|	The Pokémon's strong jaw boosts the power of its biting moves.
174	|	Refrigerate	|	Normal-type moves become Ice-type moves. The power of those moves is boosted a little.
175	|	Sweet-Veil	|	Prevents the Pokémon and its allies from falling asleep.
176	|	Stance-Change	|	The Pokémon changes its form to Blade Forme when it uses an attack move and changes to Shield Forme when it uses King’s Shield.
177	|	Gale-Wings	|	Gives priority to the Pokémon's Flying-type moves while its HP is full.
178	|	Mega-Launcher	|	Powers up pulse moves.
179	|	Grass-Pelt	|	Boosts the Pokémon's Defense stat on Grassy Terrain.
180	|	Symbiosis	|	The Pokémon passes its held item to an ally that has used up an item.
181	|	Tough-Claws	|	Powers up moves that make direct contact.
182	|	Pixilate	|	Normal-type moves become Fairy-type moves. The power of those moves is boosted a little.
183	|	Gooey	|	Contact with the Pokémon lowers the attacker's Speed stat.
184	|	Aerilate	|	Normal-type moves become Flying-type moves. The power of those moves is boosted a little.
185	|	Parental-Bond	|	Parent and child each attacks.
186	|	Dark-Aura	|	Powers up each Pokémon’s Dark-type moves.
187	|	Fairy-Aura	|	Powers up each Pokémon’s Fairy-type moves.
188	|	Aura-Break	|	The effects of “Aura” Abilities are reversed to lower the power of affected moves.
189	|	Primordial-Sea	|	The Pokémon changes the weather to nullify Fire-type attacks.
190	|	Desolate-Land	|	The Pokémon changes the weather to nullify Water-type attacks.
191	|	Delta-Stream	|	The Pokémon changes the weather to eliminate all of the Flying type’s weaknesses.
192	|	Stamina	|	Boosts the Defense stat when the Pokémon is hit by an attack.
193	|	Wimp-Out	|	The Pokémon cowardly switches out when its HP becomes half or less.
194	|	Emergency-Exit	|	The Pokémon, sensing danger, switches out when its HP becomes half or less.
195	|	Water-Compaction	|	Boosts the Defense stat sharply when the Pokémon is hit by a Water-type move.
196	|	Merciless	|	The Pokémon's attacks become critical hits if the target is poisoned.
197	|	Shields-Down	|	When its HP drops to half or less, the Pokémon's shell breaks and it becomes aggressive.
198	|	Stakeout	|	Doubles the damage dealt to a target that has just switched into battle.
199	|	Water-Bubble	|	Lowers the power of Fire-type moves that hit the Pokémon and prevents it from being burned.
200	|	Steelworker	|	Powers up Steel-type moves.
201	|	Berserk	|	Boosts the Pokémon's Sp. Atk stat when it takes a hit that causes its HP to drop to half or less.
202	|	Slush-Rush	|	Boosts the Pokémon's Speed stat in snow.
203	|	Long-Reach	|	The Pokémon uses its moves without making contact with the target.
204	|	Liquid-Voice	|	Sound-based moves become Water-type moves.
205	|	Triage	|	Gives priority to the Pokémon's healing moves.
206	|	Galvanize	|	Normal-type moves become Electric-type moves. The power of those moves is boosted a little.
207	|	Surge-Surfer	|	Doubles the Pokémon's Speed stat on Electric Terrain.
208	|	Schooling	|	When it has a lot of HP, the Pokémon forms a powerful school. It stops schooling when its HP is low.
209	|	Disguise	|	Once per battle, the shroud that covers the Pokémon can protect it from an attack.
210	|	Battle-Bond	|	When the Pokémon knocks out a target, its bond with its Trainer is strengthened, and its Attack, Sp. Atk, and Speed stats are boosted.
211	|	Power-Construct	|	Other Cells gather to aid when its HP becomes half or less. Then the Pokémon changes its form to Complete Forme.
212	|	Corrosion	|	The Pokémon can poison the target even if it's a Steel or Poison type.
213	|	Comatose	|	The Pokémon is always drowsing and will never wake up. It can attack while in its sleeping state.
214	|	Queenly-Majesty	|	When the Pokémon uses Surf or Dive, it will come back with prey. When it takes damage, it will spit out the prey to attack.
215	|	Innards-Out	|	Damages the attacker landing the finishing hit by the amount equal to its last HP.
216	|	Dancer	|	Whenever a dance move is used in battle, the Pokémon will copy the user to immediately perform that dance move itself.
217	|	Battery	|	Powers up ally Pokémon's special moves.
218	|	Fluffy	|	Halves the damage taken from moves that make direct contact, but doubles that of Fire-type moves.
219	|	Dazzling	|	The Pokémon dazzles its opponents, making them unable to use priority moves against the Pokémon or its allies.
220	|	Soul-Heart	|	Boosts the Pokémon's Sp. Atk stat every time another Pokémon faints.
221	|	Tangling-Hair	|	Contact with the Pokémon lowers the attacker's Speed stat.
222	|	Receiver	|	The Pokémon copies the Ability of a defeated ally.
223	|	Power-Of-Alchemy	|	The Pokémon copies the Ability of a defeated ally.
224	|	Beast-Boost	|	The Pokémon boosts its most proficient stat each time it knocks out a Pokémon.
225	|	Rks-System	|	Changes the Pokémon’s type to match the memory disc it holds.
226	|	Electric-Surge	|	Turns the ground into Electric Terrain when the Pokémon enters a battle.
227	|	Psychic-Surge	|	Turns the ground into Psychic Terrain when the Pokémon enters a battle.
228	|	Misty-Surge	|	Turns the ground into Misty Terrain when the Pokémon enters a battle.
229	|	Grassy-Surge	|	Turns the ground into Grassy Terrain when the Pokémon enters a battle.
230	|	Full-Metal-Body	|	Prevents other Pokémon’s moves or Abilities from lowering the Pokémon’s stats.
231	|	Shadow-Shield	|	Reduces the amount of damage the Pokémon takes while its HP is full.
232	|	Prism-Armor	|	Reduces the power of supereffective attacks taken.
233	|	Neuroforce	|	Powers up moves that are super effective.
234	|	Intrepid-Sword	|	Boosts the Pokémon’s Attack stat the first time the Pokémon enters a battle.
235	|	Dauntless-Shield	|	Boosts the Pokémon’s Defense stat the first time the Pokémon enters a battle.
236	|	Libero	|	Changes the Pokémon's type to the type of the move it's about to use. This works only once each time the Pokémon enters battle.
237	|	Ball-Fetch	|	If the Pokémon is not holding an item, it will fetch the Poké Ball from the first failed throw of the battle.
238	|	Cotton-Down	|	When the Pokémon is hit by an attack, it scatters cotton fluff around and lowers the Speed stat of all Pokémon except itself.
239	|	Propeller-Tail	|	Ignores the effects of opposing Pokémon's Abilities and moves that draw in moves.
240	|	Mirror-Armor	|	Bounces back only the stat-lowering effects that the Pokémon receives.
241	|	Gulp-Missile	|	When the Pokémon uses Surf or Dive, it will come back with prey. When it takes damage, it will spit out the prey to attack.
242	|	Stalwart	|	Ignores the effects of opposing Pokémon's Abilities and moves that draw in moves.
243	|	Steam-Engine	|	Boosts the Speed stat drastically when the Pokémon is hit by a Fire- or Water-type move.
244	|	Punk-Rock	|	Boosts the power of sound-based moves. The Pokémon also takes half the damage from these kinds of moves.
245	|	Sand-Spit	|	The Pokémon creates a sandstorm when it's hit by an attack.
246	|	Ice-Scales	|	The Pokémon is protected by ice scales, which halve the damage taken from special moves.
247	|	Ripen	|	Ripens Berries and doubles their effect.
248	|	Ice-Face	|	The Pokémon's ice head can take a physical attack as a substitute, but the attack also changes the Pokémon's appearance. The ice will be restored when it snows.
249	|	Power-Spot	|	Just being next to the Pokémon powers up moves.
250	|	Mimicry	|	Changes the Pokémon’s type depending on the terrain.
251	|	Screen-Cleaner	|	When the Pokémon enters a battle, the effects of Light Screen, Reflect, and Aurora Veil are nullified for both opposing and ally Pokémon.
252	|	Steely-Spirit	|	Powers up the Steel-type moves of the Pokémon and its allies.
253	|	Perish-Body	|	When hit by a move that makes direct contact, the Pokémon and the attacker will faint after three turns unless they switch out of battle.
254	|	Wandering-Spirit	|	The Pokémon exchanges Abilities with a Pokémon that hits it with a move that makes direct contact.
255	|	Gorilla-Tactics	|	Boosts the Pokémon’s Attack stat but only allows the use of the first selected move.
256	|	Neutralizing-Gas	|	While the Pokémon is in the battle, the effects of all other Pokémon's Abilities will be nullified or will not be triggered.
257	|	Pastel-Veil	|	Protects the Pokémon and its ally Pokémon from being poisoned.
258	|	Hunger-Switch	|	The Pokémon changes its form, alternating between its Full Belly Mode and Hangry Mode after the end of every turn.
259	|	Quick-Draw	|	Enables the Pokémon to move first occasionally.
260	|	Unseen-Fist	|	If the Pokémon uses moves that make direct contact, it can attack the target even if the target protects itself.
261	|	Curious-Medicine	|	When the Pokémon enters a battle, it scatters medicine from its shell, which removes all stat changes from allies.
262	|	Transistor	|	Powers up Electric-type moves.
263	|	Dragons-Maw	|	Powers up Dragon-type moves.
264	|	Chilling-Neigh	|	When the Pokémon knocks out a target, it utters a chilling neigh, which boosts its Attack stat.
265	|	Grim-Neigh	|	When the Pokémon knocks out a target, it utters a terrifying neigh, which boosts its Sp. Atk stat.
266	|	As-One-Glastrier	|	This Ability combines the effects of both Calyrex's Unnerve Ability and Glastrier's Chilling Neigh Ability.
267	|	As-One-Spectrier	|	This Ability combines the effects of both Calyrex's Unnerve Ability and Spectrier's Grim Neigh Ability.
268	|	Lingering-Aroma	|	Contact with the Pokémon changes the attacker's Ability to Lingering Aroma.
269	|	Seed-Sower	|	Turns the ground into Grassy Terrain when the Pokémon is hit by an attack.
270	|	Thermal-Exchange	|	Boosts the Attack stat when the Pokémon is hit by a Fire-type move. The Pokémon also cannot be burned.
271	|	Anger-Shell	|	When an attack causes its HP to drop to half or less, the Pokémon gets angry. This lowers its Defense and Sp. Def stats but boosts its Attack, Sp. Atk, and Speed stats.
272	|	Purifying-Salt	|	The Pokémon's pure salt protects it from status conditions and halves the damage taken from Ghost-type moves.
273	|	Well-Baked-Body	|	The Pokémon takes no damage when hit by Fire-type moves. Instead, its Defense stat is sharply boosted.
274	|	Wind-Rider	|	Boosts the Pokémon's Attack stat if Tailwind takes effect or if the Pokémon is hit by a wind move. The Pokémon also takes no damage from wind moves.
275	|	Guard-Dog	|	Boosts the Pokémon’s Attack stat if intimidated. Moves and items that would force the Pokémon to switch out also fail to work.
276	|	Rocky-Payload	|	Powers up Rock-type moves.
277	|	Wind-Power	|	The Pokémon becomes charged when it is hit by a wind move, boosting the power of the next Electric-type move the Pokémon uses.
278	|	Zero-To-Hero	|	The Pokémon transforms into its Hero Form when it switches out.
279	|	Commander	|	When the Pokémon enters a battle, it goes inside the mouth of an ally Dondozo if one is on the field. The Pokémon then issues commands from there.
280	|	Electromorphosis	|	The Pokémon becomes charged when it takes damage, boosting the power of the next Electric-type move the Pokémon uses.
281	|	Protosynthesis	|	Boosts the Pokémon's most proficient stat in harsh sunlight or if the Pokémon is holding Booster Energy.
282	|	Quark-Drive	|	Boosts the Pokémon's most proficient stat on Electric Terrain or if the Pokémon is holding Booster Energy.
283	|	Good-As-Gold	|	A body of pure, solid gold gives the Pokémon full immunity to other Pokémon's status moves.
284	|	Vessel-Of-Ruin	|	The power of the Pokémon's ruinous vessel lowers the Sp. Atk stats of all Pokémon except itself.
285	|	Sword-Of-Ruin	|	The power of the Pokémon's ruinous sword lowers the Defense stats of all Pokémon except itself.
286	|	Tablets-Of-Ruin	|	The power of the Pokémon's ruinous wooden tablets lowers the Attack stats of all Pokémon except itself.
287	|	Beads-Of-Ruin	|	The power of the Pokémon's ruinous beads lowers the Sp. Def stats of all Pokémon except itself.
288	|	Orichalcum-Pulse	|	Turns the sunlight harsh when the Pokémon enters a battle. The ancient pulse thrumming through the Pokémon also boosts its Attack stat in harsh sunlight.
289	|	Hadron-Engine	|	Turns the ground into Electric Terrain when the Pokémon enters a battle. The futuristic engine within the Pokémon also boosts its Sp. Atk stat on Electric Terrain.
290	|	Opportunist	|	If an opponent's stat is boosted, the Pokémon seizes the opportunity to boost the same stat for itself.
291	|	Cud-Chew	|	When the Pokémon eats a Berry, it will regurgitate that Berry at the end of the next turn and eat it one more time.
292	|	Sharpness	|	Powers up slicing moves.
293	|	Supreme-Overlord	|	When the Pokémon enters a battle, its Attack and Sp. Atk stats are slightly boosted for each of the allies in its party that have already been defeated.
294	|	Costar	|	When the Pokémon enters a battle, it copies an ally's stat changes.
295	|	Toxic-Debris	|	Scatters poison spikes at the feet of the opposing team when the Pokémon takes damage from physical moves.
296	|	Armor-Tail	|	The mysterious tail covering the Pokémon's head makes opponents unable to use priority moves against the Pokémon or its allies.
297	|	Earth-Eater	|	If hit by a Ground-type move, the Pokémon has its HP restored instead of taking damage.
298	|	Mycelium-Might	|	The Pokémon will always act more slowly when using status moves, but these moves will be unimpeded by the Ability of the target.
299	|	Minds-Eye	|	The Pokémon ignores changes to opponents' evasiveness, its accuracy can't be lowered, and it can hit Ghost types with Normal-type and Fighting-type moves
300	|	Supersweet-Syrup	|	Lowers the evasion of opposing Pokémon by 1 stage when first sent into battle
301	|	Hospitality	|	When the Pokémon enters a battle, it showers its ally with hospitality, restoring a small amount of the ally's HP
302	|	Toxic-Chain	|	The power of the Pokémon's toxic chain may badly poison any target the Pokémon hits with a move
303	|	Embody-Aspect	|	The Pokémon's heart fills with memories, causing the Mask to shine and one of the Pokémon's stats to be boosted.
304	|	Tera-Shift	|	When the Pokémon enters a battle, it absorbs the energy around itself and transforms into its Terastal Form.
305	|	Tera-Shell	|	The Pokémon's shell contains the powers of each type. All damage-dealing moves that hit the Pokémon when its HP is full will not be very effective.
306	|	Teraform-Zero	|	When Terapagos changes into its Stellar Form, it uses its hidden powers to eliminate all effects of weather and terrain, reducing them to zero.
307	|	Poison-Puppeteer	|	Pokémon poisoned by Pecharunt's moves will also become confused.
